Spieltag,SpielID,Mannschaft,Name,Nummer,Tore,7m,7m Tore,Gelb,2min,Disqualification,Position,Home_Away
Spieltag 1,30059,TSV Wolfschlugen,Vanessa Schrag,5,0,0,0,0,0,0,Rückraum Links,home
Spieltag 1,30059,TSV Wolfschlugen,Miriam Massong,2,0,0,0,0,0,0,Linksaußen,home
Spieltag 1,30059,TSV Wolfschlugen,Jana Lorenz,4,0,0,0,0,0,0,Rückraum Links,home
Spieltag 1,30059,TSV Wolfschlugen,Jasmin Dirmeier,8,4,0,0,0,0,0,Kreisläufer,home
Spieltag 1,30059,TSV Wolfschlugen,Stephanie Frick,9,3,0,0,0,0,0,Linksaußen,home
Spieltag 1,30059,TSV Wolfschlugen,Antonia Amann,10,2,0,0,1,1,0,Rückraum Mitte,home
Spieltag 1,30059,TSV Wolfschlugen,Stefanie Ege,12,0,0,0,0,0,0,Torwart,home
Spieltag 1,30059,TSV Wolfschlugen,Mara Seitzer,11,6,0,0,0,0,0,Rückraum rechts,home
Spieltag 1,30059,TSV Wolfschlugen,Emmelie Beitlich,14,3,3,0,0,0,0,Rechtsaußen,home
Spieltag 1,30059,TSV Wolfschlugen,Melanie Kraiser,18,0,0,0,0,0,0,Torwart,home
Spieltag 1,30059,TSV Wolfschlugen,Harriet Seckinger,22,2,0,0,0,2,0,Rückraum rechts,home
Spieltag 1,30059,TSV Wolfschlugen,Lenya Treusch,27,3,0,0,1,0,0,Rückraum Links,home
Spieltag 1,30059,TSV Wolfschlugen,Sara Karwounopoulos,38,0,0,0,0,0,0,Kreisläufer,home
Spieltag 1,30059,TSV Wolfschlugen,Nina Vollmer,56,2,0,0,1,0,0,Rückraum Mitte,home
Spieltag 1,30059,TSV Wolfschlugen,Sina Stumpp,66,0,0,0,0,1,0,Rückraum Mitte,home
Spieltag 1,30059,TSV Haunstetten,Patricia Horner,6,5,0,0,1,0,0,Rückraum Mitte,away
Spieltag 1,30059,TSV Haunstetten,Anja Niebert,7,0,0,0,0,0,0,Rückraum Mitte,away
Spieltag 1,30059,TSV Haunstetten,Lea Walter,8,3,0,0,0,0,0,Kreisläufer,away
Spieltag 1,30059,TSV Haunstetten,Magdalena Frey,12,0,0,0,0,0,0,Torwart,away
Spieltag 1,30059,TSV Haunstetten,Chiara Joerss,14,0,0,0,0,1,0,Rückraum Links,away
Spieltag 1,30059,TSV Haunstetten,Lena Keßler,15,1,0,0,0,0,0,Linksaußen,away
Spieltag 1,30059,TSV Haunstetten,Michelle Schäfer,17,4,0,0,0,1,0,Linksaußen,away
Spieltag 1,30059,TSV Haunstetten,Sarah Irmler,18,6,3,0,1,2,0,Rückraum Links,away
Spieltag 1,30059,TSV Haunstetten,Anne Hänsel,19,0,0,0,1,0,0,Rückraum rechts,away
Spieltag 1,30059,TSV Haunstetten,Mona Hoffmann,20,0,0,0,0,1,0,Rückraum rechts,away
Spieltag 1,30059,TSV Haunstetten,Daniela Knöpfle,22,0,0,0,0,0,0,Kreisläufer,away
Spieltag 1,30059,TSV Haunstetten,Anne Kurstedt,23,0,0,0,0,0,0,Rückraum Links,away
Spieltag 1,30059,TSV Haunstetten,Pauline Driske,25,0,0,0,0,0,0,Rückraum Mitte,away
Spieltag 1,30059,TSV Haunstetten,Selina Schmid,94,0,0,0,0,0,0,Torwart,away
Spieltag 1,30059,TSV Haunstetten,Sabrina Albrecht,16,0,0,0,0,0,0,Torwart,away
Spieltag 1,30059,TSV Haunstetten,Sabrina Fischer,13,6,0,0,0,0,0,Rechtsaußen,away
Spieltag 1,30062,Sportverein Allensbach,Katja Allgaier,44,0,0,0,0,0,0,Rückraum rechts,home
Spieltag 1,30062,Sportverein Allensbach,Katharina Bok,11,0,0,0,0,0,0,Rückraum Mitte,home
Spieltag 1,30062,Sportverein Allensbach,Laura Epple,20,0,0,0,0,0,0,Linksaußen,home
Spieltag 1,30062,Sportverein Allensbach,Kimberly Gisa,13,2,0,0,0,1,0,Kreisläufer,home
Spieltag 1,30062,Sportverein Allensbach,Nadja Greinert,8,1,0,0,0,0,0,Rückraum rechts,home
Spieltag 1,30062,Sportverein Allensbach,Dovile Ilciukaite,88,6,3,0,1,0,0,Rückraum Mitte,home
Spieltag 1,30062,Sportverein Allensbach,Leonie Kuntz,71,0,0,0,0,0,0,Torwart,home
Spieltag 1,30062,Sportverein Allensbach,Sophie Leenen,99,0,0,0,0,0,0,Torwart,home
Spieltag 1,30062,Sportverein Allensbach,Tabea Maier,10,7,1,0,1,1,0,Rückraum Mitte,home
Spieltag 1,30062,Sportverein Allensbach,Hannah Person,3,2,0,0,0,0,0,Linksaußen,home
Spieltag 1,30062,Sportverein Allensbach,Greta Rinkeviciute,21,0,0,0,0,0,0,Linksaußen,home
Spieltag 1,30062,Sportverein Allensbach,Sarah Rothmund,4,2,0,0,0,0,0,Kreisläufer,home
Spieltag 1,30062,Sportverein Allensbach,Leonie Scholl,63,0,0,0,0,0,0,Rückraum Links,home
Spieltag 1,30062,Sportverein Allensbach,Laura Strosack,72,0,0,0,1,0,0,Rückraum Links,home
Spieltag 1,30062,Sportverein Allensbach,Julia von Kampen,17,1,0,0,0,1,0,Rechtsaußen,home
Spieltag 1,30062,Sportverein Allensbach,Julia Willauer,5,0,0,0,0,0,0,Rückraum Links,home
Spieltag 1,30062,HCD Gröbenzell,Theresa Bauer,12,0,0,0,0,0,0,Torwart,away
Spieltag 1,30062,HCD Gröbenzell,Jana Epple,34,3,3,0,1,0,0,Rückraum Links,away
Spieltag 1,30062,HCD Gröbenzell,Katrin Friedrich,7,1,0,0,1,1,0,Rückraum Mitte,away
Spieltag 1,30062,HCD Gröbenzell,Belen Gettwart,4,0,0,0,0,0,0,Kreisläufer,away
Spieltag 1,30062,HCD Gröbenzell,Christine Königsmann,14,9,0,0,1,0,0,Rückraum rechts,away
Spieltag 1,30062,HCD Gröbenzell,Johanna Leubner,15,0,0,0,0,0,0,Linksaußen,away
Spieltag 1,30062,HCD Gröbenzell,Beatice Mazzucco,2,4,0,0,0,0,0,Linksaußen,away
Spieltag 1,30062,HCD Gröbenzell,Ramona Nittel,17,3,0,0,0,0,0,Rechtsaußen,away
Spieltag 1,30062,HCD Gröbenzell,Verena Obermeier,19,1,0,0,0,1,0,Kreisläufer,away
Spieltag 1,30062,HCD Gröbenzell,Lisa Salvermoser,22,0,0,0,0,0,0,Linksaußen,away
Spieltag 1,30062,HCD Gröbenzell,Lydia Sölva,89,0,0,0,0,0,0,Torwart,away
Spieltag 1,30062,HCD Gröbenzell,Kirsten Walter,21,2,0,0,0,0,0,Rückraum rechts,away
Spieltag 1,30065,ESV 1927 Regensburg,Julia Drachsler,5,0,0,0,0,0,0,Kreisläufer,home
Spieltag 1,30065,ESV 1927 Regensburg,Isabell Toth,9,2,0,0,0,0,0,Rückraum Links,home
Spieltag 1,30065,ESV 1927 Regensburg,Carina Vetter,6,1,0,0,0,0,0,Rechtsaußen,home
Spieltag 1,30065,ESV 1927 Regensburg,Chiara Zellner,1,0,0,0,0,0,0,Torwart,home
Spieltag 1,30065,ESV 1927 Regensburg,Anna Fuhrmann,3,2,0,0,0,0,0,Rückraum Mitte,home
Spieltag 1,30065,ESV 1927 Regensburg,Dorothee Mooser,4,0,0,0,0,0,0,Kreisläufer,home
Spieltag 1,30065,ESV 1927 Regensburg,Franziska Peter,8,12,5,0,0,1,0,Rückraum rechts,home
Spieltag 1,30065,ESV 1927 Regensburg,Natascha Weber,11,4,0,0,0,0,0,Rückraum Mitte,home
Spieltag 1,30065,ESV 1927 Regensburg,Kristina Hurtova,12,0,0,0,0,0,0,Torwart,home
Spieltag 1,30065,ESV 1927 Regensburg,Amelie Bayerl,23,2,0,0,0,0,0,Rückraum Mitte,home
Spieltag 1,30065,ESV 1927 Regensburg,Sara Mustafic,13,3,0,0,0,0,0,Kreisläufer,home
Spieltag 1,30065,ESV 1927 Regensburg,Nicole Lederer,17,4,0,0,0,0,0,Rückraum Links,home
Spieltag 1,30065,ESV 1927 Regensburg,Andrea Vlackowa,25,2,0,0,1,1,0,Rückraum rechts,home
Spieltag 1,30065,TV Möglingen,Carina Kalmbach,9,3,0,0,1,2,0,Rückraum Mitte,away
Spieltag 1,30065,TV Möglingen,Katharina Blum,1,0,0,0,0,0,0,Torwart,away
Spieltag 1,30065,TV Möglingen,Franziska Fischer,2,3,0,0,0,0,0,Kreisläufer,away
Spieltag 1,30065,TV Möglingen,Anna Hauk,5,0,0,0,0,0,0,Rechtsaußen,away
Spieltag 1,30065,TV Möglingen,Sulamith Klein,7,5,2,0,0,0,0,Rückraum Links,away
Spieltag 1,30065,TV Möglingen,Theresa Fischer,8,0,0,0,0,0,0,Rückraum rechts,away
Spieltag 1,30065,TV Möglingen,Cornelia Langenberg,10,3,0,0,1,1,0,Rechtsaußen,away
Spieltag 1,30065,TV Möglingen,Anne Karpf,11,2,0,0,0,0,0,Kreisläufer,away
Spieltag 1,30065,TV Möglingen,Sarah Klatte,15,1,0,0,0,0,0,Linksaußen,away
Spieltag 1,30065,TV Möglingen,Franziska Kirsch,21,1,0,0,0,0,0,Linksaußen,away
Spieltag 1,30065,TV Möglingen,Jasmin Schweizer,22,0,0,0,0,0,0,Torwart,away
Spieltag 1,30065,TV Möglingen,Sophie Kübler,3,1,0,0,0,1,0,Rückraum Mitte,away
Spieltag 1,30065,TV Möglingen,Marina Maric,25,2,0,0,1,0,0,Rückraum Mitte,away
Spieltag 1,30068,TG 88 Pforzheim,Mareike Ast,21,1,0,0,1,0,0,Kreisläufer,home
Spieltag 1,30068,TG 88 Pforzheim,Claire Bäcker,12,0,0,0,0,0,0,Torwart,home
Spieltag 1,30068,TG 88 Pforzheim,Susanne Dohe,7,3,0,0,1,0,0,Rückraum rechts,home
Spieltag 1,30068,TG 88 Pforzheim,Laura Friedrich,10,1,0,0,0,0,0,Kreisläufer,home
Spieltag 1,30068,TG 88 Pforzheim,Mailyn Kaiser,86,1,0,0,0,0,0,Rückraum rechts,home
Spieltag 1,30068,TG 88 Pforzheim,Desiree Kolasinac,9,8,3,0,0,0,0,Rückraum Links,home
Spieltag 1,30068,TG 88 Pforzheim,Sarah Kraus,18,0,0,0,0,2,0,Rückraum Mitte,home
Spieltag 1,30068,TG 88 Pforzheim,Kristin Kurz,73,2,0,0,1,1,0,Linksaußen,home
Spieltag 1,30068,TG 88 Pforzheim,Arijana Pjano,8,0,0,0,0,0,0,Rückraum Links,home
Spieltag 1,30068,TG 88 Pforzheim,Nadine Sauerwald,37,0,0,0,0,0,0,Rechtsaußen,home
Spieltag 1,30068,TG 88 Pforzheim,Lisa Schwarz,16,0,0,0,0,0,0,Torwart,home
Spieltag 1,30068,TG 88 Pforzheim,Elena Sigloch,19,0,0,0,0,0,0,Rückraum Mitte,home
Spieltag 1,30068,TG 88 Pforzheim,Joana Tamara Spengler,3,1,0,0,0,0,0,Rechtsaußen,home
Spieltag 1,30068,TG 88 Pforzheim,Milica Vlahovic,11,6,0,0,0,0,0,Rückraum Mitte,home
Spieltag 1,30068,SG Schozach-Bottwartal,Anna Asmuth,55,5,2,0,0,1,0,Rechtsaußen,away
Spieltag 1,30068,SG Schozach-Bottwartal,Saskia Benz,13,0,0,0,0,0,0,Rückraum rechts,away
Spieltag 1,30068,SG Schozach-Bottwartal,Jana Brausch,99,0,0,0,0,0,0,Torwart,away
Spieltag 1,30068,SG Schozach-Bottwartal,Tanja Brunn,10,0,0,0,0,0,0,Kreisläufer,away
Spieltag 1,30068,SG Schozach-Bottwartal,Denise Geier,11,1,0,0,0,0,0,Rückraum Links,away
Spieltag 1,30068,SG Schozach-Bottwartal,Feride Günsoy,12,0,0,0,0,1,0,Kreisläufer,away
Spieltag 1,30068,SG Schozach-Bottwartal,Trixi Hanak,6,0,0,0,0,1,0,Rückraum rechts,away
Spieltag 1,30068,SG Schozach-Bottwartal,Hannah Hönig,3,0,0,0,0,0,0,Linksaußen,away
Spieltag 1,30068,SG Schozach-Bottwartal,Svenja Kaufmann,8,4,0,0,1,1,0,Rückraum Mitte,away
Spieltag 1,30068,SG Schozach-Bottwartal,Sina Klenk,15,6,4,0,1,0,0,Rückraum rechts,away
Spieltag 1,30068,SG Schozach-Bottwartal,Tabea Kraft,91,0,0,0,0,0,0,Torwart,away
Spieltag 1,30068,SG Schozach-Bottwartal,Eva Lang,18,0,0,0,1,0,0,Linksaußen,away
Spieltag 1,30068,SG Schozach-Bottwartal,Isabel Mangold,21,2,0,0,0,0,0,Rückraum Links,away
Spieltag 1,30068,SG Schozach-Bottwartal,Theresa Müller,7,3,0,0,0,0,0,Rückraum Mitte,away
Spieltag 1,30068,SG Schozach-Bottwartal,Luisa Riek,2,6,0,0,0,0,0,Rechtsaußen,away
Spieltag 1,30068,SG Schozach-Bottwartal,Cinja Wehe,17,2,0,0,0,1,0,Kreisläufer,away
Spieltag 1,30071,SG Kappelwindeck/Steinbach,Fitore Aliu,14,6,4,0,0,0,0,Rechtsaußen,home
Spieltag 1,30071,SG Kappelwindeck/Steinbach,Celine Baier,28,3,0,0,0,0,0,Rückraum Links,home
Spieltag 1,30071,SG Kappelwindeck/Steinbach,Olivia Blandl,96,0,0,0,0,0,0,Torwart,home
Spieltag 1,30071,SG Kappelwindeck/Steinbach,Anna Bönte,37,0,0,0,0,0,0,Kreisläufer,home
Spieltag 1,30071,SG Kappelwindeck/Steinbach,Zoe Bürger,78,0,0,0,0,0,0,Torwart,home
Spieltag 1,30071,SG Kappelwindeck/Steinbach,Nathalie Droll,8,1,0,0,0,0,0,Rückraum Links,home
Spieltag 1,30071,SG Kappelwindeck/Steinbach,Kathrin Gerspach,50,0,0,0,0,0,0,Defense Specialist,home
Spieltag 1,30071,SG Kappelwindeck/Steinbach,Janina Horn,26,2,0,0,0,1,0,Kreisläufer,home
Spieltag 1,30071,SG Kappelwindeck/Steinbach,Karla Höhne,15,4,0,0,0,0,0,Specialist,home
Spieltag 1,30071,SG Kappelwindeck/Steinbach,Janina Jülg,3,4,0,0,1,0,0,Rechtsaußen,home
Spieltag 1,30071,SG Kappelwindeck/Steinbach,Nadja Kaufmann,4,1,0,0,0,1,0,Linksaußen,home
Spieltag 1,30071,SG Kappelwindeck/Steinbach,Verena Keller,59,0,0,0,0,0,0,Rückraum rechts,home
Spieltag 1,30071,SG Kappelwindeck/Steinbach,Karen Klöpfer,5,0,0,0,0,2,0,Rückraum Mitte,home
Spieltag 1,30071,SG Kappelwindeck/Steinbach,Franziska Manz,9,3,0,0,0,1,0,Rückraum Mitte,home
Spieltag 1,30071,SG Kappelwindeck/Steinbach,Franka Riedl,51,2,0,0,1,0,0,Rückraum rechts,home
Spieltag 1,30071,SG Kappelwindeck/Steinbach,Svenja Wunsch,22,0,0,0,0,0,0,Torwart,home
Spieltag 1,30071,TuS Metzingen II,Meike Becker,17,2,0,0,0,0,0,Kreisläufer,away
Spieltag 1,30071,TuS Metzingen II,Ina Federschmidt,12,0,0,0,0,0,0,Torwart,away
Spieltag 1,30071,TuS Metzingen II,Jacqueline Kube,3,0,0,0,0,0,0,Kreisläufer,away
Spieltag 1,30071,TuS Metzingen II,Lisa Laux,6,2,0,0,0,0,0,Rechtsaußen,away
Spieltag 1,30071,TuS Metzingen II,Vivien Natalello,15,1,0,0,0,0,0,Kreisläufer,away
Spieltag 1,30071,TuS Metzingen II,Katarina Pandza,10,8,2,0,1,2,0,Rückraum Links,away
Spieltag 1,30071,TuS Metzingen II,Laetitia Quist,5,9,0,0,0,0,0,Rückraum rechts,away
Spieltag 1,30071,TuS Metzingen II,Ramona Rott,7,0,0,0,0,0,0,Linksaußen,away
Spieltag 1,30071,TuS Metzingen II,Rebecca Rott,14,6,1,0,0,1,0,Rückraum Mitte,away
Spieltag 1,30071,TuS Metzingen II,Lena Schmid,1,0,0,0,0,0,0,Torwart,away
Spieltag 1,30071,TuS Metzingen II,Nina Silva da Costa,13,1,0,0,0,0,0,Rechtsaußen,away
Spieltag 1,30071,TuS Metzingen II,Ronja Slawitsch,16,0,0,0,0,0,0,Rückraum Mitte,away
Spieltag 1,30071,TuS Metzingen II,Julia Symanzik,2,2,0,0,1,1,0,Linksaußen,away
Spieltag 1,30071,TuS Metzingen II,Saskia Wagner,11,3,0,0,0,0,0,Rückraum Mitte,away
Spieltag 1,30071,TuS Metzingen II,Meike Wurster,18,1,0,0,0,0,0,Linksaußen,away
Spieltag 1,30074,ASV Dachau,Laura Cuperus,16,0,0,0,0,0,0,Torwart,home
Spieltag 1,30074,ASV Dachau,Sarah Gramenz,19,3,2,0,1,0,0,Rückraum rechts,home
Spieltag 1,30074,ASV Dachau,Annika Hangleiter,1,0,0,0,0,0,0,Torwart,home
Spieltag 1,30074,ASV Dachau,Charleen Hansen,10,0,0,0,0,0,0,Rückraum Mitte,home
Spieltag 1,30074,ASV Dachau,Cornelia Karg,17,5,0,0,1,0,0,Rückraum Mitte,home
Spieltag 1,30074,ASV Dachau,Isabel Kattner,12,2,0,0,0,1,0,Kreisläufer,home
Spieltag 1,30074,ASV Dachau,Verena Kölzer,11,1,0,0,1,0,0,Rückraum rechts,home
Spieltag 1,30074,ASV Dachau,Thedora-Bianca Necula,9,0,0,0,0,0,0,Linksaußen,home
Spieltag 1,30074,ASV Dachau,Anna Rauh,21,1,0,0,0,0,0,Rechtsaußen,home
Spieltag 1,30074,ASV Dachau,Sarah Rocher,13,1,0,0,0,0,0,Kreisläufer,home
Spieltag 1,30074,ASV Dachau,Lisa Schneider,7,0,0,0,0,0,0,Linksaußen,home
Spieltag 1,30074,ASV Dachau,Celina Schwaiger,8,1,0,0,0,0,0,Rückraum Links,home
Spieltag 1,30074,ASV Dachau,Simone Unger,6,0,0,0,0,0,0,Rechtsaußen,home
Spieltag 1,30074,ASV Dachau,Alina Watzlowik,24,1,0,0,0,0,0,Rückraum Links,home
Spieltag 1,30074,ASV Dachau,Sarah Werthmüller,22,6,0,0,0,1,0,Rechtsaußen,home
Spieltag 1,30074,TV Nellingen,Leonie Strack,4,0,0,0,0,0,0,Rückraum Links,away
Spieltag 1,30074,TV Nellingen,Alicia Kiedaisch,5,0,0,0,0,0,0,Rückraum rechts,away
Spieltag 1,30074,TV Nellingen,Laura Dobler,6,0,0,0,1,0,0,Rechtsaußen,away
Spieltag 1,30074,TV Nellingen,Milana Vlahovic,9,0,0,0,0,0,0,Rechtsaußen,away
Spieltag 1,30074,TV Nellingen,Linda Leukert,11,3,1,0,0,0,0,Rückraum Mitte,away
Spieltag 1,30074,TV Nellingen,Chiara Baur,13,1,0,0,0,0,0,Rückraum Mitte,away
Spieltag 1,30074,TV Nellingen,Marlene Kriessler,19,1,0,0,0,0,0,Rückraum Links,away
Spieltag 1,30074,TV Nellingen,Hanna Hojczyk,22,3,0,0,0,1,0,Rückraum Links,away
Spieltag 1,30074,TV Nellingen,Leonie Dreizler,23,5,3,0,1,0,0,Kreisläufer,away
Spieltag 1,30074,TV Nellingen,Caroline Maier,47,3,2,0,1,0,0,Kreisläufer,away
Spieltag 1,30074,TV Nellingen,Sofia Geiß,55,0,0,0,0,0,0,Torwart,away
Spieltag 1,30074,TV Nellingen,Larissa Weiß,93,2,0,0,0,0,0,Linksaußen,away
Spieltag 1,30074,TV Nellingen,Stephanie Lukau,97,0,0,0,0,0,0,Torwart,away
Spieltag 2,30077,TV Nellingen,Leonie Strack,4,0,0,0,0,0,0,Rückraum Links,home
Spieltag 2,30077,TV Nellingen,Alicia Kiedaisch,5,0,0,0,0,0,0,Rückraum rechts,home
Spieltag 2,30077,TV Nellingen,Laura Dobler,6,0,0,0,0,0,0,Rechtsaußen,home
Spieltag 2,30077,TV Nellingen,Linda Leukert,11,5,3,0,1,0,0,Rückraum Mitte,home
Spieltag 2,30077,TV Nellingen,Chiara Baur,13,3,0,0,1,1,0,Rückraum Mitte,home
Spieltag 2,30077,TV Nellingen,Marlene Kriessler,19,0,0,0,0,0,0,Rückraum Links,home
Spieltag 2,30077,TV Nellingen,Hanna Hojczyk,22,2,0,0,0,2,0,Rückraum Links,home
Spieltag 2,30077,TV Nellingen,Leonie Dreizler,23,4,1,0,0,1,0,Kreisläufer,home
Spieltag 2,30077,TV Nellingen,Caroline Maier,47,2,0,0,1,0,0,Kreisläufer,home
Spieltag 2,30077,TV Nellingen,Sofia Geiß,55,0,0,0,0,0,0,Torwart,home
Spieltag 2,30077,TV Nellingen,Larissa Weiß,93,0,0,0,0,0,0,Linksaußen,home
Spieltag 2,30077,TV Nellingen,Stephanie Lukau,97,0,0,0,0,0,0,Torwart,home
Spieltag 2,30077,SG Kappelwindeck/Steinbach,Karen Klöpfer,5,6,2,0,0,1,0,Rückraum Mitte,away
Spieltag 2,30077,SG Kappelwindeck/Steinbach,Nadja Kaufmann,6,5,0,0,1,0,0,Linksaußen,away
Spieltag 2,30077,SG Kappelwindeck/Steinbach,Nathalie Droll,8,1,0,0,0,0,0,Rückraum Links,away
Spieltag 2,30077,SG Kappelwindeck/Steinbach,Franziska Manz,9,1,0,0,0,1,0,Torwart,away
Spieltag 2,30077,SG Kappelwindeck/Steinbach,Ariane Pfundstein,61,0,0,0,0,0,0,Kreisläufer,away
Spieltag 2,30077,SG Kappelwindeck/Steinbach,Fitore Aliu,14,6,0,0,1,0,0,Rechtsaußen,away
Spieltag 2,30077,SG Kappelwindeck/Steinbach,Karla Höhne,15,0,0,0,0,0,0,Specialist,away
Spieltag 2,30077,SG Kappelwindeck/Steinbach,Svenja Wunsch,22,0,0,0,0,0,0,Torwart,away
Spieltag 2,30077,SG Kappelwindeck/Steinbach,Janina Jülg,31,1,0,0,0,2,0,Rechtsaußen,away
Spieltag 2,30077,SG Kappelwindeck/Steinbach,Anna Bönte,37,2,0,0,1,0,0,Kreisläufer,away
Spieltag 2,30077,SG Kappelwindeck/Steinbach,Kathrin Gerspach,50,0,0,0,0,0,0,Defense Specialist,away
Spieltag 2,30077,SG Kappelwindeck/Steinbach,Franka Riedl,58,0,0,0,0,0,0,Rückraum rechts,away
Spieltag 2,30077,SG Kappelwindeck/Steinbach,Verena Keller,59,0,0,0,0,0,0,Rückraum rechts,away
Spieltag 2,30077,SG Kappelwindeck/Steinbach,Janina Horn,65,2,0,0,0,0,0,Kreisläufer,away
