Spieltag,SpielID,Mannschaft,Name,Nummer,Tore,7m,7m Tore,Gelb,2min,Disqualification,Position,Home_Away
Spieltag 2,30077,SG Kappelwindeck/Steinbach,Zoe Bürger,78,0,0,0,0,0,0,Torwart,away
Spieltag 2,30077,SG Kappelwindeck/Steinbach,Olivia Blandl,96,0,0,0,0,0,0,Torwart,away
Spieltag 2,30080,TuS Metzingen II,Lena Schmid,1,0,0,0,0,0,0,Torwart,home
Spieltag 2,30080,TuS Metzingen II,Julia Symanzik,2,1,0,0,0,0,0,Linksaußen,home
Spieltag 2,30080,TuS Metzingen II,Jacqueline Kube,3,1,0,0,0,0,0,Kreisläufer,home
Spieltag 2,30080,TuS Metzingen II,Laetitia Quist,5,4,0,0,0,0,0,Rückraum rechts,home
Spieltag 2,30080,TuS Metzingen II,Ronja Slawitsch,16,0,0,0,0,0,0,Rückraum Mitte,home
Spieltag 2,30080,TuS Metzingen II,Lisa Laux,6,5,0,0,1,0,0,Rechtsaußen,home
Spieltag 2,30080,TuS Metzingen II,Ramona Rott,7,2,0,0,0,0,0,Linksaußen,home
Spieltag 2,30080,TuS Metzingen II,Katarina Pandza,10,9,4,0,0,1,0,Rückraum Links,home
Spieltag 2,30080,TuS Metzingen II,Nina Silva da Costa,13,1,0,0,0,1,0,Rechtsaußen,home
Spieltag 2,30080,TuS Metzingen II,Saskia Wagner,11,2,0,0,0,0,0,Rückraum Mitte,home
Spieltag 2,30080,TuS Metzingen II,Ina Federschmidt,12,0,0,0,0,0,0,Torwart,home
Spieltag 2,30080,TuS Metzingen II,Vivien Natalello,15,0,0,0,0,0,0,Kreisläufer,home
Spieltag 2,30080,TuS Metzingen II,Rebecca Rott,14,12,2,0,1,0,0,Rückraum Mitte,home
Spieltag 2,30080,TuS Metzingen II,Meike Wurster,18,0,0,0,0,0,0,Linksaußen,home
Spieltag 2,30080,TuS Metzingen II,Meike Becker,17,1,0,0,1,0,0,Kreisläufer,home
Spieltag 2,30080,TG 88 Pforzheim,Joana Tamara Spengler,5,3,0,0,0,0,0,Wing Player,away
Spieltag 2,30080,TG 88 Pforzheim,Susanne Dohe,7,2,0,0,1,1,0,Rückraum rechts,away
Spieltag 2,30080,TG 88 Pforzheim,Arijana Pjano,8,0,0,0,0,0,0,Rückraum Links,away
Spieltag 2,30080,TG 88 Pforzheim,Desiree Kolasinac,9,13,1,0,0,0,0,Rückraum Links,away
Spieltag 2,30080,TG 88 Pforzheim,Laura Friedrich,10,3,0,0,1,0,0,Kreisläufer,away
Spieltag 2,30080,TG 88 Pforzheim,Milica Vlahovic,11,2,0,0,0,0,0,Rückraum Mitte,away
Spieltag 2,30080,TG 88 Pforzheim,Claire Bäcker,12,0,0,0,0,0,0,Torwart,away
Spieltag 2,30080,TG 88 Pforzheim,Jasmin Scheid,1,0,0,0,0,0,0,Torwart,away
Spieltag 2,30080,TG 88 Pforzheim,Sarah Kraus,13,0,0,0,0,0,0,Rückraum Mitte,away
Spieltag 2,30080,TG 88 Pforzheim,Mailyn Kaiser,6,2,0,0,0,0,0,Rückraum rechts,away
Spieltag 2,30080,TG 88 Pforzheim,Patricia Hufnagel,21,0,0,0,0,0,0,Rückraum Mitte,away
Spieltag 2,30080,TG 88 Pforzheim,Mareike Ast,22,2,0,0,0,1,0,Kreisläufer,away
Spieltag 2,30080,TG 88 Pforzheim,Nadine Sauerwald,23,0,0,0,0,0,0,Rechtsaußen,away
Spieltag 2,30080,TG 88 Pforzheim,Kristin Kurz,73,1,0,0,0,0,0,Linksaußen,away
Spieltag 2,30083,SG Schozach-Bottwartal,Anna Asmuth,55,3,3,0,0,0,0,Rechtsaußen,home
Spieltag 2,30083,SG Schozach-Bottwartal,Saskia Benz,13,1,0,0,0,0,0,Rückraum rechts,home
Spieltag 2,30083,SG Schozach-Bottwartal,Jana Brausch,99,0,0,0,0,0,0,Torwart,home
Spieltag 2,30083,SG Schozach-Bottwartal,Tanja Brunn,10,3,0,0,0,0,0,Kreisläufer,home
Spieltag 2,30083,SG Schozach-Bottwartal,Denise Geier,11,6,0,0,0,0,0,Rückraum Links,home
Spieltag 2,30083,SG Schozach-Bottwartal,Feride Günsoy,12,0,0,0,0,0,0,Kreisläufer,home
Spieltag 2,30083,SG Schozach-Bottwartal,Svenja Kaufmann,8,3,0,0,0,2,0,Rückraum Mitte,home
Spieltag 2,30083,SG Schozach-Bottwartal,Rena Keller,1,0,0,0,0,0,0,Torwart,home
Spieltag 2,30083,SG Schozach-Bottwartal,Sina Klenk,15,1,0,0,1,0,0,Rückraum rechts,home
Spieltag 2,30083,SG Schozach-Bottwartal,Eva Lang,18,0,0,0,0,0,0,Linksaußen,home
Spieltag 2,30083,SG Schozach-Bottwartal,Isabel Mangold,21,0,0,0,0,0,0,Rückraum Links,home
Spieltag 2,30083,SG Schozach-Bottwartal,Theresa Müller,7,3,0,0,1,0,0,Rückraum Mitte,home
Spieltag 2,30083,SG Schozach-Bottwartal,Luisa Riek,2,4,0,0,0,0,0,Rechtsaußen,home
Spieltag 2,30083,SG Schozach-Bottwartal,Cinja Wehe,17,0,0,0,1,0,0,Kreisläufer,home
Spieltag 2,30083,SG Schozach-Bottwartal,Trixi Hanak,6,0,0,0,0,0,0,Rückraum rechts,home
Spieltag 2,30083,SG Schozach-Bottwartal,Hannah Hönig,3,0,0,0,0,0,0,Linksaußen,home
Spieltag 2,30083,ESV 1927 Regensburg,Amelie Bayerl,23,3,0,0,1,0,0,Rückraum Mitte,away
Spieltag 2,30083,ESV 1927 Regensburg,Julia Drachsler,5,2,0,0,0,0,0,Kreisläufer,away
Spieltag 2,30083,ESV 1927 Regensburg,Anna Fuhrmann,3,1,0,0,0,0,0,Rückraum Mitte,away
Spieltag 2,30083,ESV 1927 Regensburg,Kristina Hurtova,12,0,0,0,0,0,0,Torwart,away
Spieltag 2,30083,ESV 1927 Regensburg,Nicole Lederer,17,2,0,0,1,0,0,Rückraum Links,away
Spieltag 2,30083,ESV 1927 Regensburg,Dorothee Mooser,4,2,0,0,0,0,0,Kreisläufer,away
Spieltag 2,30083,ESV 1927 Regensburg,Franziska Peter,8,9,3,0,0,1,0,Rückraum rechts,away
Spieltag 2,30083,ESV 1927 Regensburg,Sophia Peter,18,0,0,0,0,0,0,Linksaußen,away
Spieltag 2,30083,ESV 1927 Regensburg,Isabell Toth,9,1,0,0,0,1,0,,away
Spieltag 2,30083,ESV 1927 Regensburg,Carina Vetter,6,0,0,0,0,0,0,Rechtsaußen,away
Spieltag 2,30083,ESV 1927 Regensburg,Andrea Vlackowa,25,1,0,0,0,0,0,Rückraum rechts,away
Spieltag 2,30083,ESV 1927 Regensburg,Natascha Weber,11,4,2,0,0,0,0,Rückraum Mitte,away
Spieltag 2,30083,ESV 1927 Regensburg,Chiara Zellner,1,0,0,0,0,0,0,Torwart,away
Spieltag 2,30086,TV Möglingen,Carina Kalmbach,9,4,0,0,1,1,0,Rückraum Mitte,home
Spieltag 2,30086,TV Möglingen,Jasmina Vrgovcevic,4,0,0,0,0,0,0,Rückraum rechts,home
Spieltag 2,30086,TV Möglingen,Katharina Blum,1,0,0,0,0,0,0,Torwart,home
Spieltag 2,30086,TV Möglingen,Franziska Fischer,2,4,0,0,1,0,0,Kreisläufer,home
Spieltag 2,30086,TV Möglingen,Anna Hauk,5,1,0,0,1,1,0,Rechtsaußen,home
Spieltag 2,30086,TV Möglingen,Sulamith Klein,7,6,1,0,0,0,0,Rückraum Links,home
Spieltag 2,30086,TV Möglingen,Cornelia Langenberg,10,4,0,0,0,0,0,Rechtsaußen,home
Spieltag 2,30086,TV Möglingen,Anne Karpf,11,0,0,0,0,0,0,Kreisläufer,home
Spieltag 2,30086,TV Möglingen,Sarah Klatte,15,3,0,0,0,0,0,Linksaußen,home
Spieltag 2,30086,TV Möglingen,Franziska Kirsch,21,2,0,0,0,0,0,Linksaußen,home
Spieltag 2,30086,TV Möglingen,Jasmin Schweizer,22,0,0,0,0,0,0,Torwart,home
Spieltag 2,30086,TV Möglingen,Sophie Kübler,24,3,0,0,0,0,0,Rückraum Mitte,home
Spieltag 2,30086,TV Möglingen,Marina Maric,25,2,0,0,0,1,0,Rückraum Mitte,home
Spieltag 2,30086,Sportverein Allensbach,Jennifer Grathwohl,2,0,0,0,0,0,0,Kreisläufer,away
Spieltag 2,30086,Sportverein Allensbach,Hannah Person,3,4,0,0,0,0,0,Linksaußen,away
Spieltag 2,30086,Sportverein Allensbach,Sarah Rothmund,4,1,0,0,0,0,0,Kreisläufer,away
Spieltag 2,30086,Sportverein Allensbach,Julia Willauer,5,0,0,0,0,0,0,Rückraum Links,away
Spieltag 2,30086,Sportverein Allensbach,Nadja Greinert,8,3,0,0,1,0,0,Rückraum rechts,away
Spieltag 2,30086,Sportverein Allensbach,Tabea Maier,10,10,1,0,1,1,0,Rückraum Mitte,away
Spieltag 2,30086,Sportverein Allensbach,Katharina Bok,11,1,0,0,0,0,0,Rückraum Mitte,away
Spieltag 2,30086,Sportverein Allensbach,Kimberly Gisa,13,0,0,0,1,0,0,Kreisläufer,away
Spieltag 2,30086,Sportverein Allensbach,Laura Epple,20,0,0,0,0,0,0,Linksaußen,away
Spieltag 2,30086,Sportverein Allensbach,Greta Rinkeviciute,21,5,1,0,0,0,0,Linksaußen,away
Spieltag 2,30086,Sportverein Allensbach,Katja Allgaier,44,1,0,0,0,0,0,Rückraum rechts,away
Spieltag 2,30086,Sportverein Allensbach,Leonie Scholl,63,1,0,0,0,0,0,Rückraum Links,away
Spieltag 2,30086,Sportverein Allensbach,Leonie Kuntz,71,0,0,0,0,0,0,Torwart,away
Spieltag 2,30086,Sportverein Allensbach,Laura Strosack,72,1,0,0,0,0,0,Rückraum Links,away
Spieltag 2,30086,Sportverein Allensbach,Dovile Ilciukaite,88,10,3,0,0,1,0,Rückraum Mitte,away
Spieltag 2,30086,Sportverein Allensbach,Sophie Leenen,99,0,0,0,0,0,0,Torwart,away
Spieltag 2,30089,HCD Gröbenzell,Beatice Mazzucco,2,2,0,0,0,0,0,Linksaußen,home
Spieltag 2,30089,HCD Gröbenzell,Sina Fischer,3,3,0,0,0,0,0,Rückraum Links,home
Spieltag 2,30089,HCD Gröbenzell,Kirsten Walter,21,2,0,0,0,0,0,Rückraum rechts,home
Spieltag 2,30089,HCD Gröbenzell,Katrin Friedrich,7,4,0,0,0,1,0,Rückraum Mitte,home
Spieltag 2,30089,HCD Gröbenzell,Theresa Bauer,12,0,0,0,0,0,0,Torwart,home
Spieltag 2,30089,HCD Gröbenzell,Christine Königsmann,14,3,1,0,1,1,0,Rückraum rechts,home
Spieltag 2,30089,HCD Gröbenzell,Johanna Leubner,15,1,0,0,0,1,0,Linksaußen,home
Spieltag 2,30089,HCD Gröbenzell,Ramona Nittel,17,0,0,0,1,0,0,Rechtsaußen,home
Spieltag 2,30089,HCD Gröbenzell,Verena Obermeier,19,0,0,0,0,0,0,Kreisläufer,home
Spieltag 2,30089,HCD Gröbenzell,Lisa Salvermoser,22,0,0,0,0,0,0,Linksaußen,home
Spieltag 2,30089,HCD Gröbenzell,Jana Epple,34,6,2,0,1,1,0,Rückraum Links,home
Spieltag 2,30089,HCD Gröbenzell,Lydia Sölva,89,0,0,0,0,0,0,Torwart,home
Spieltag 2,30089,HCD Gröbenzell,Anna Leiber,25,0,0,0,0,0,0,Rückraum Links,home
Spieltag 2,30089,HCD Gröbenzell,Nina Walbrunn,6,0,0,0,0,0,0,Kreisläufer,home
Spieltag 2,30089,TSV Wolfschlugen,Miriam Massong,2,2,0,0,0,0,0,Linksaußen,away
Spieltag 2,30089,TSV Wolfschlugen,Jana Lorenz,4,0,0,0,0,0,0,Rückraum Links,away
Spieltag 2,30089,TSV Wolfschlugen,Vanessa Schrag,5,0,0,0,0,0,0,Rückraum Links,away
Spieltag 2,30089,TSV Wolfschlugen,Jasmin Dirmeier,8,1,0,0,1,1,0,Kreisläufer,away
Spieltag 2,30089,TSV Wolfschlugen,Stephanie Frick,9,4,0,0,0,0,0,Linksaußen,away
Spieltag 2,30089,TSV Wolfschlugen,Antonia Amann,10,1,0,0,0,1,0,Rückraum Mitte,away
Spieltag 2,30089,TSV Wolfschlugen,Mara Seitzer,11,8,0,0,0,0,0,Rückraum rechts,away
Spieltag 2,30089,TSV Wolfschlugen,Stefanie Ege,12,0,0,0,0,0,0,Torwart,away
Spieltag 2,30089,TSV Wolfschlugen,Emmelie Beitlich,14,2,2,0,0,0,0,Rechtsaußen,away
Spieltag 2,30089,TSV Wolfschlugen,Severina Balz,18,0,0,0,0,0,0,Torwart,away
Spieltag 2,30089,TSV Wolfschlugen,Harriet Seckinger,22,0,0,0,0,0,0,Rückraum rechts,away
Spieltag 2,30089,TSV Wolfschlugen,Lenya Treusch,27,4,0,0,0,1,0,Rückraum Links,away
Spieltag 2,30089,TSV Wolfschlugen,Sara Karwounopoulos,38,0,0,0,0,0,0,Kreisläufer,away
Spieltag 2,30089,TSV Wolfschlugen,Nina Vollmer,56,2,0,0,1,0,0,Rückraum Mitte,away
Spieltag 2,30089,TSV Wolfschlugen,Sina Stumpp,66,2,0,0,0,0,0,Rückraum Mitte,away
Spieltag 2,30092,TSV Haunstetten,Patricia Horner,6,0,0,0,0,0,0,Rückraum Mitte,home
Spieltag 2,30092,TSV Haunstetten,Anja Niebert,7,0,0,0,0,0,0,Rückraum Mitte,home
Spieltag 2,30092,TSV Haunstetten,Lea Walter,8,0,0,0,0,0,0,Kreisläufer,home
Spieltag 2,30092,TSV Haunstetten,Magdalena Frey,12,0,0,0,0,0,0,Torwart,home
Spieltag 2,30092,TSV Haunstetten,Sabrina Fischer,13,0,0,0,0,0,0,Rechtsaußen,home
Spieltag 2,30092,TSV Haunstetten,Chiara Joerss,14,0,0,0,0,0,0,Rückraum Links,home
Spieltag 2,30092,TSV Haunstetten,Lena Keßler,15,0,0,0,0,0,0,Linksaußen,home
Spieltag 2,30092,TSV Haunstetten,Sarah Irmler,18,0,0,0,0,0,0,Rückraum Links,home
Spieltag 2,30092,TSV Haunstetten,Anne Hänsel,19,0,0,0,0,0,0,Rückraum rechts,home
Spieltag 2,30092,TSV Haunstetten,Mona Hoffmann,20,0,0,0,0,0,0,Rückraum rechts,home
Spieltag 2,30092,TSV Haunstetten,Daniela Knöpfle,22,0,0,0,0,0,0,Kreisläufer,home
Spieltag 2,30092,TSV Haunstetten,Anne Kurstedt,23,0,0,0,0,0,0,Rückraum Links,home
Spieltag 2,30092,TSV Haunstetten,Pauline Driske,25,0,0,0,0,0,0,Rückraum Mitte,home
Spieltag 2,30092,TSV Haunstetten,Kiara Spindler,28,0,0,0,0,0,0,Torwart,home
Spieltag 2,30092,TSV Haunstetten,Selina Schmid,94,0,0,0,0,0,0,Torwart,home
Spieltag 2,30092,ASV Dachau,Laura Cuperus,16,0,0,0,0,0,0,Torwart,away
Spieltag 2,30092,ASV Dachau,Sarah Gramenz,19,0,0,0,0,0,0,Rückraum rechts,away
Spieltag 2,30092,ASV Dachau,Annika Hangleiter,1,0,0,0,0,0,0,Torwart,away
Spieltag 2,30092,ASV Dachau,Charleen Hansen,10,0,0,0,0,0,0,Rückraum Mitte,away
Spieltag 2,30092,ASV Dachau,Cornelia Karg,17,0,0,0,0,0,0,Rückraum Mitte,away
Spieltag 2,30092,ASV Dachau,Isabel Kattner,12,0,0,0,0,0,0,Kreisläufer,away
Spieltag 2,30092,ASV Dachau,Verena Kölzer,11,0,0,0,0,0,0,Rückraum rechts,away
Spieltag 2,30092,ASV Dachau,Thedora-Bianca Necula,9,0,0,0,0,0,0,Linksaußen,away
Spieltag 2,30092,ASV Dachau,Anna Rauh,21,0,0,0,0,0,0,Rechtsaußen,away
Spieltag 2,30092,ASV Dachau,Sarah Rocher,13,0,0,0,0,0,0,Kreisläufer,away
Spieltag 2,30092,ASV Dachau,Lisa Schneider,7,0,0,0,0,0,0,Linksaußen,away
Spieltag 2,30092,ASV Dachau,Celina Schwaiger,8,0,0,0,0,0,0,Rückraum Links,away
Spieltag 2,30092,ASV Dachau,Simone Unger,6,0,0,0,0,0,0,Rechtsaußen,away
Spieltag 2,30092,ASV Dachau,Alina Watzlowik,24,0,0,0,0,0,0,Rückraum Links,away
Spieltag 2,30092,ASV Dachau,Sarah Werthmüller,22,0,0,0,0,0,0,Rechtsaußen,away
Spieltag 3,30095,TSV Haunstetten,Patricia Horner,6,6,0,0,1,0,0,Rückraum Mitte,home
Spieltag 3,30095,TSV Haunstetten,Anja Niebert,7,1,0,0,0,1,0,Rückraum Mitte,home
Spieltag 3,30095,TSV Haunstetten,Lea Walter,8,1,0,0,0,0,0,Kreisläufer,home
Spieltag 3,30095,TSV Haunstetten,Magdalena Frey,12,0,0,0,0,0,0,Torwart,home
Spieltag 3,30095,TSV Haunstetten,Sabrina Fischer,13,3,0,0,1,0,0,Rechtsaußen,home
Spieltag 3,30095,TSV Haunstetten,Chiara Joerss,14,1,0,0,0,0,0,Rückraum Links,home
Spieltag 3,30095,TSV Haunstetten,Lena Keßler,15,2,0,0,1,0,0,Linksaußen,home
Spieltag 3,30095,TSV Haunstetten,Sarah Irmler,18,12,8,0,0,0,0,Rückraum Links,home
Spieltag 3,30095,TSV Haunstetten,Anne Hänsel,19,0,0,0,0,1,0,Rückraum rechts,home
Spieltag 3,30095,TSV Haunstetten,Mona Hoffmann,20,1,0,0,0,0,0,Rückraum rechts,home
Spieltag 3,30095,TSV Haunstetten,Daniela Knöpfle,22,4,0,0,0,0,0,Kreisläufer,home
Spieltag 3,30095,TSV Haunstetten,Anne Kurstedt,23,0,0,0,0,0,0,Rückraum Links,home
Spieltag 3,30095,TSV Haunstetten,Pauline Driske,25,1,0,0,0,0,0,Rückraum Mitte,home
Spieltag 3,30095,TSV Haunstetten,Kiara Spindler,28,0,0,0,0,0,0,Torwart,home
Spieltag 3,30095,TSV Haunstetten,Selina Schmid,94,0,0,0,0,0,0,Torwart,home
Spieltag 3,30095,HCD Gröbenzell,Beatice Mazzucco,2,8,0,0,0,0,0,Linksaußen,away
Spieltag 3,30095,HCD Gröbenzell,Sina Fischer,3,2,0,0,1,0,0,Rückraum Links,away
Spieltag 3,30095,HCD Gröbenzell,Belen Gettwart,4,1,0,0,1,1,0,Kreisläufer,away
Spieltag 3,30095,HCD Gröbenzell,Kirsten Walter,21,0,0,0,0,1,0,Rückraum rechts,away
Spieltag 3,30095,HCD Gröbenzell,Katrin Friedrich,7,1,0,0,0,0,0,Rückraum Mitte,away
Spieltag 3,30095,HCD Gröbenzell,Lena Klingler,11,0,0,0,0,1,0,Specialist,away
Spieltag 3,30095,HCD Gröbenzell,Theresa Bauer,12,0,0,0,0,0,0,Torwart,away
Spieltag 3,30095,HCD Gröbenzell,Christine Königsmann,14,4,3,0,0,0,0,Rückraum rechts,away
Spieltag 3,30095,HCD Gröbenzell,Johanna Leubner,15,0,0,0,0,0,0,Linksaußen,away
Spieltag 3,30095,HCD Gröbenzell,Ramona Nittel,17,1,0,0,0,0,0,Rechtsaußen,away
Spieltag 3,30095,HCD Gröbenzell,Verena Obermeier,5,0,0,0,0,0,0,Kreisläufer,away
Spieltag 3,30095,HCD Gröbenzell,Lisa Salvermoser,22,0,0,0,0,0,0,Linksaußen,away
Spieltag 3,30095,HCD Gröbenzell,Jana Epple,34,4,2,0,0,0,0,Rückraum Links,away
Spieltag 3,30095,HCD Gröbenzell,Lydia Sölva,89,0,0,0,0,0,0,Torwart,away
Spieltag 3,30095,HCD Gröbenzell,Svenja Jänicke,19,1,0,0,0,0,0,,away
Spieltag 3,30098,TSV Wolfschlugen,Miriam Massong,2,0,0,0,1,1,0,Linksaußen,home
Spieltag 3,30098,TSV Wolfschlugen,Jana Lorenz,4,2,0,0,0,1,0,Rückraum Links,home
Spieltag 3,30098,TSV Wolfschlugen,Vanessa Schrag,5,0,0,0,0,0,0,Rückraum Links,home
Spieltag 3,30098,TSV Wolfschlugen,Jasmin Dirmeier,8,2,0,0,0,0,0,Kreisläufer,home
Spieltag 3,30098,TSV Wolfschlugen,Stephanie Frick,9,2,0,0,0,0,0,Linksaußen,home
Spieltag 3,30098,TSV Wolfschlugen,Antonia Amann,10,1,0,0,0,0,0,Rückraum Mitte,home
Spieltag 3,30098,TSV Wolfschlugen,Mara Seitzer,11,7,0,0,0,0,0,Rückraum rechts,home
Spieltag 3,30098,TSV Wolfschlugen,Stefanie Ege,12,0,0,0,0,0,0,Torwart,home
Spieltag 3,30098,TSV Wolfschlugen,Emmelie Beitlich,14,8,5,0,0,0,0,Rechtsaußen,home
Spieltag 3,30098,TSV Wolfschlugen,Melanie Kraiser,18,0,0,0,0,0,0,Torwart,home
Spieltag 3,30098,TSV Wolfschlugen,Harriet Seckinger,22,1,0,0,0,1,0,Rückraum rechts,home
Spieltag 3,30098,TSV Wolfschlugen,Lenya Treusch,27,5,0,0,1,0,0,Rückraum Links,home
Spieltag 3,30098,TSV Wolfschlugen,Sara Karwounopoulos,38,2,0,0,0,0,0,Kreisläufer,home
Spieltag 3,30098,TSV Wolfschlugen,Nina Vollmer,56,0,0,0,0,1,0,Rückraum Mitte,home
Spieltag 3,30098,TSV Wolfschlugen,Sina Stumpp,66,4,0,0,0,1,0,Rückraum Mitte,home
Spieltag 3,30098,TV Möglingen,Katharina Blum,1,0,0,0,0,0,0,Torwart,away
Spieltag 3,30098,TV Möglingen,Franziska Fischer,2,2,0,0,0,0,0,Kreisläufer,away
Spieltag 3,30098,TV Möglingen,Sophie Kübler,24,1,0,0,0,2,0,Rückraum Mitte,away
Spieltag 3,30098,TV Möglingen,Jasmina Vrgovcevic,4,0,0,0,0,0,0,Rückraum rechts,away
Spieltag 3,30098,TV Möglingen,Carina Kalmbach,9,2,0,0,1,0,0,Rückraum Mitte,away
Spieltag 3,30098,TV Möglingen,Anna Hauk,5,1,0,0,0,1,0,Rechtsaußen,away
Spieltag 3,30098,TV Möglingen,Sulamith Klein,7,12,2,0,1,0,0,Rückraum Links,away
Spieltag 3,30098,TV Möglingen,Cornelia Langenberg,10,0,0,0,0,0,0,Rechtsaußen,away
Spieltag 3,30098,TV Möglingen,Anne Karpf,11,1,0,0,0,0,0,Kreisläufer,away
Spieltag 3,30098,TV Möglingen,Sarah Klatte,15,2,0,0,0,1,0,Linksaußen,away
Spieltag 3,30098,TV Möglingen,Franziska Kirsch,21,0,0,0,0,0,0,Linksaußen,away
Spieltag 3,30098,TV Möglingen,Jasmin Schweizer,22,0,0,0,0,0,0,Torwart,away
